Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly
42,7,12,7,28,678,7,,True,False,True,True,False
53,21,28,3,2,528,20,,True,True,False,False,False
64,48,20,3,22,992,29,,True,False,True,False,True
49,45,22,0,7,187,11,,True,False,True,False,True
32,59,13,7,12,811,16,,False,False,False,False,True
29,10,2,4,15,189,2,,False,False,True,False,False
31,54,3,1,28,859,10,,False,False,True,False,True
42,29,17,7,21,188,9,,False,False,False,False,False
22,58,21,1,19,750,14,,True,True,False,False,True
58,1,7,0,20,760,2,,True,True,False,False,True
49,15,1,0,19,187,8,,False,False,False,True,False
57,27,28,8,19,473,8,,False,False,False,False,True
26,28,11,1,5,441,13,,False,True,False,True,False
20,15,20,0,0,702,13,,True,False,True,True,False
32,29,7,0,21,739,8,,False,True,False,False,True
31,53,13,6,18,668,24,,True,False,False,True,False
33,20,11,3,12,727,21,,False,False,True,False,True
19,32,19,8,19,223,5,,False,False,False,True,False
36,43,29,5,14,811,9,,False,False,True,True,False
59,45,9,5,15,174,23,,False,True,False,False,True
34,36,23,2,22,106,9,,True,True,False,False,False
42,36,14,10,7,125,2,,True,True,False,False,True
61,59,1,7,26,201,21,,False,False,True,False,True
37,60,6,1,19,795,18,,True,True,False,False,True
45,26,10,3,19,265,18,,True,False,True,False,False
60,46,18,3,30,370,9,,False,False,True,False,False
38,40,13,10,2,867,25,,True,False,True,False,True
40,59,1,3,15,237,18,,False,True,False,True,False
37,3,11,4,2,600,26,,False,False,True,False,False
58,40,3,7,15,318,18,,False,False,True,False,False
49,11,21,2,23,837,27,,True,False,True,True,False
23,11,5,7,30,622,17,,True,True,False,False,False
41,9,5,4,10,635,16,,True,False,True,False,False
39,4,19,10,26,615,19,,True,False,True,False,False
42,4,25,5,22,373,23,,True,False,False,True,False
29,15,7,4,25,403,9,,True,False,False,True,False
50,16,30,10,10,271,18,,True,False,False,True,False
43,47,22,9,10,352,5,,False,True,False,False,True
29,51,19,7,15,271,10,,True,True,False,False,True
53,53,9,3,20,793,5,,False,False,False,False,True
37,16,13,7,10,789,8,,True,False,False,False,True
61,23,14,7,16,690,21,,False,False,False,True,False
58,41,29,6,12,787,5,,True,False,False,False,False
21,56,20,10,25,637,14,,True,False,False,False,False
57,16,21,10,26,645,22,,False,False,False,False,False
27,53,5,4,3,421,18,,True,False,True,False,True
60,6,24,5,0,903,29,,True,False,True,False,True
41,46,29,0,20,700,11,,True,False,False,False,False
62,54,2,2,2,540,10,,False,False,False,False,True
26,18,25,8,27,540,4,,True,True,False,False,True
18,3,5,8,7,683,10,,True,False,True,False,True
52,45,14,10,18,923,12,,False,False,True,False,False
51,11,1,10,22,595,26,,False,False,True,False,False
39,32,30,6,2,953,8,,True,False,True,False,True
40,7,15,6,24,740,23,,False,True,False,False,False
30,54,9,0,2,219,8,,False,False,True,True,False
20,37,1,0,10,922,20,,False,False,False,False,False
28,48,20,0,11,577,14,,False,True,False,False,False
29,44,5,0,8,885,4,,False,False,True,False,True
62,46,17,6,21,295,11,,True,False,False,False,False
63,8,23,6,19,486,26,,False,True,False,False,True
53,17,26,1,7,384,17,,True,False,True,False,False
46,25,26,3,13,469,15,,True,True,False,True,False
61,7,7,4,25,480,27,,False,False,False,True,False
41,20,27,3,11,541,13,,False,False,False,True,False
46,44,15,6,25,553,4,,False,False,False,False,False
32,55,27,8,30,944,16,,True,False,False,False,True
47,35,18,6,1,407,19,,False,True,False,True,False
53,55,9,5,12,385,22,,False,True,False,False,True
54,22,11,9,24,347,14,,True,False,True,True,False
59,52,12,6,30,482,3,,False,False,True,False,True
33,34,22,3,13,685,8,,False,True,False,False,True
32,18,13,8,8,748,30,,False,True,False,True,False
30,42,12,9,15,788,14,,True,False,True,False,False
27,23,6,5,18,393,27,,True,False,False,False,False
62,26,4,7,20,530,30,,False,False,False,False,True
29,40,15,6,4,837,9,,False,True,False,False,True
39,52,19,9,25,437,21,,True,False,True,True,False
29,34,7,7,10,497,16,,False,False,False,False,False
34,14,25,9,8,712,9,,True,False,True,False,False
28,53,12,4,28,258,26,,False,False,True,False,True
41,59,29,6,9,795,19,,True,False,False,True,False
26,28,10,7,9,571,20,,False,False,False,False,True
37,8,19,6,13,226,4,,True,False,True,False,True
43,11,19,4,3,883,14,,True,False,True,False,False
36,51,17,4,13,508,17,,True,False,False,False,False
21,47,2,10,26,288,23,,False,True,False,False,False
58,7,29,4,13,837,10,,False,False,True,False,False
23,42,8,2,17,703,17,,False,False,False,False,True
63,6,12,0,28,403,29,,True,True,False,False,False
44,17,24,7,2,990,18,,True,False,False,True,False
60,55,22,5,26,732,20,,True,False,True,True,False
23,24,8,6,14,253,27,,False,True,False,False,False
47,42,19,0,12,715,8,,False,False,True,False,True
19,31,2,8,8,284,26,,True,True,False,False,False
49,52,7,1,7,270,13,,False,False,True,True,False
55,6,10,2,18,770,13,,False,False,False,False,True
33,9,21,1,26,340,20,,False,False,False,False,True
31,48,27,1,4,304,24,,True,False,False,False,False
44,38,13,4,9,120,14,,True,False,False,False,True
51,19,25,5,15,808,2,,True,False,False,False,False
58,10,5,10,26,643,14,,False,False,True,True,False
43,12,5,10,8,347,12,,False,False,False,False,False
29,30,2,3,7,448,5,,False,False,False,False,True
21,3,10,1,6,772,22,,True,True,False,False,False
63,20,13,7,17,285,15,,True,True,False,True,False
19,10,15,10,1,752,29,,False,False,True,False,True
48,7,2,8,0,962,11,,True,True,False,False,False
60,22,10,9,26,472,27,,True,False,True,True,False
42,38,20,9,10,294,11,,True,True,False,True,False
39,1,18,8,5,637,2,,False,False,True,False,True
31,9,9,4,28,875,3,,False,False,True,False,True
58,59,19,2,14,727,15,,True,False,True,True,False
52,37,11,9,16,642,12,,False,False,False,True,False
42,23,23,6,3,167,21,,True,False,True,False,False
63,44,29,1,22,606,20,,True,False,True,False,False
57,58,19,5,17,704,8,,False,False,False,True,False
19,46,5,8,20,617,19,,True,False,True,False,True
25,33,1,6,12,394,30,,False,False,True,False,False
31,49,23,0,9,522,10,,False,False,True,False,True
56,40,12,1,0,731,24,,False,False,True,True,False
42,47,11,2,7,322,14,,False,True,False,False,False
58,39,17,0,14,988,15,,False,False,False,True,False
49,9,18,1,13,946,14,,True,True,False,True,False
24,7,26,8,24,344,25,,True,False,True,False,True
23,31,27,5,2,603,8,,True,False,False,False,False
40,28,29,6,15,709,5,,True,True,False,False,False
49,52,3,0,26,333,23,,True,False,True,True,False
40,41,9,8,10,482,29,,True,True,False,False,True
31,60,17,10,10,685,2,,True,True,False,False,True
43,56,16,7,21,487,7,,False,False,False,False,True
62,44,28,10,15,255,25,,True,False,True,False,True
28,53,21,0,5,464,12,,True,True,False,False,True
35,33,28,1,9,748,14,,True,False,True,False,True
54,5,11,0,10,738,11,,True,False,False,True,False
18,13,12,5,21,190,6,,True,True,False,False,True
41,19,23,4,28,890,23,,True,False,True,True,False
47,43,28,9,30,999,19,,False,False,True,False,False
35,12,1,9,7,865,26,,True,True,False,False,True
59,41,30,4,29,252,4,,False,False,True,False,True
27,9,29,3,4,816,2,,False,True,False,False,True
41,16,7,10,11,573,5,,True,True,False,False,True
59,44,17,9,25,937,1,,False,False,False,True,False
49,1,21,10,20,326,21,,True,True,False,False,False
45,50,25,5,24,802,9,,False,False,False,True,False
22,54,22,2,15,869,10,,False,False,True,False,False
30,60,21,8,5,108,27,,True,False,True,True,False
28,18,29,10,6,884,29,,False,False,True,False,False
36,57,9,10,1,425,6,,True,True,False,False,True
64,57,5,7,14,588,23,,True,True,False,False,True
65,48,6,6,26,662,12,,True,False,True,False,False
62,59,22,1,6,112,13,,False,False,True,False,True
58,55,29,4,25,770,3,,True,True,False,True,False
46,48,23,0,12,483,22,,False,False,False,False,True
27,33,4,10,13,898,27,,False,True,False,True,False
41,48,15,2,16,871,4,,True,False,False,True,False
19,43,2,6,19,318,21,,True,True,False,False,True
60,1,21,5,26,535,22,,True,False,False,False,True
31,31,13,9,2,452,11,,True,True,False,True,False
45,53,1,3,27,934,2,,False,True,False,False,False
42,45,26,6,3,281,9,,False,False,False,False,True
60,25,29,10,14,983,6,,True,False,False,False,True
30,33,30,1,12,772,27,,False,False,False,True,False
28,44,26,4,30,120,23,,True,False,False,True,False
35,32,24,10,11,205,16,,False,True,False,False,False
65,41,4,1,22,229,7,,True,False,True,True,False
18,22,18,1,10,892,14,,False,False,False,False,False
33,52,3,3,28,337,14,,True,False,True,False,False
43,31,4,7,7,615,14,,False,True,False,False,True
53,43,2,3,26,638,20,,True,False,False,True,False
61,44,7,5,13,489,24,,True,True,False,True,False
27,45,22,8,17,507,30,,False,False,False,False,False
25,23,27,10,12,999,24,,False,False,False,True,False
51,53,14,7,4,272,28,,False,False,True,False,False
26,17,3,9,16,707,24,,True,False,True,True,False
48,29,1,9,23,896,29,,True,False,True,True,False
57,3,28,5,2,857,7,,False,True,False,True,False
63,14,25,8,3,722,7,,True,False,True,True,False
36,20,19,5,22,434,3,,True,False,False,False,False
20,7,29,0,25,329,10,,False,False,False,False,True
50,33,6,6,21,938,13,,False,True,False,True,False
29,23,2,2,1,696,14,,True,False,False,False,True
61,3,12,3,9,853,6,,True,False,False,False,False
53,25,9,3,20,359,1,,True,False,True,False,False
22,46,10,5,23,840,19,,True,False,True,False,False
50,46,27,7,17,975,10,,False,False,False,False,True
31,39,30,7,20,254,16,,False,False,True,False,True
25,18,22,5,20,428,21,,True,False,False,True,False
63,17,11,4,1,825,21,,False,False,True,False,False
24,18,17,3,17,861,8,,True,True,False,False,False
44,26,18,8,6,866,5,,False,False,False,True,False
37,23,6,7,14,698,9,,True,False,True,False,True
19,7,8,8,23,420,16,,False,True,False,True,False
30,12,23,9,6,185,5,,True,False,True,True,False
65,35,1,9,27,492,21,,False,False,False,False,True
27,38,21,3,13,519,8,,True,True,False,True,False
34,28,12,1,4,530,20,,True,True,False,False,True
60,29,22,5,27,888,16,,False,True,False,False,True
24,49,16,5,16,870,13,,True,False,True,False,True
48,53,14,3,0,564,27,,False,False,False,True,False
31,28,16,10,3,633,11,,False,False,False,False,True
53,12,20,9,27,927,9,,False,True,False,True,False
46,2,10,9,17,548,8,,False,True,False,False,True
60,50,24,7,27,125,12,,True,False,True,False,True
45,35,8,10,10,378,27,,False,False,False,False,True
35,21,21,5,19,289,3,,True,True,False,False,True
60,21,2,10,7,555,19,,False,False,True,False,False
50,11,30,5,8,962,1,,True,True,False,False,True
33,59,20,1,0,359,7,,True,True,False,True,False
24,20,4,1,13,648,22,,True,False,False,False,True
55,16,9,3,21,641,25,,True,False,True,True,False
33,51,14,1,3,752,6,,False,True,False,True,False
38,10,12,5,29,411,28,,False,True,False,False,True
60,12,14,5,13,807,7,,True,False,False,False,True
56,49,25,3,15,104,14,,True,False,True,False,False
35,31,12,10,13,896,25,,True,False,True,True,False
64,3,22,6,4,680,13,,True,False,True,False,True
37,32,18,1,8,858,12,,False,False,False,False,False
26,10,12,8,25,922,30,,False,False,True,True,False
43,18,16,3,22,527,6,,True,False,True,False,False
43,47,11,3,25,291,29,,True,True,False,False,True
48,9,18,10,28,728,10,,False,False,False,False,False
62,21,23,10,22,591,9,,True,True,False,True,False
35,55,20,2,25,766,17,,False,True,False,False,True
61,2,7,1,28,672,18,,True,False,False,True,False
31,27,18,4,27,126,30,,False,False,False,True,False
53,13,9,4,10,538,28,,True,True,False,True,False
56,37,22,1,14,360,16,,False,False,False,True,False
43,22,2,3,30,750,23,,True,False,False,False,True
47,59,24,5,28,908,22,,False,False,False,True,False
19,28,14,1,1,751,17,,True,False,True,True,False
22,7,28,3,25,726,20,,False,False,False,False,False
45,8,14,10,5,985,12,,True,True,False,True,False
20,48,29,8,9,640,7,,False,False,False,True,False
23,21,16,5,21,617,23,,False,True,False,True,False
50,43,4,7,15,908,17,,True,True,False,True,False
22,35,7,10,20,227,8,,True,True,False,True,False
62,30,22,4,13,992,18,,False,True,False,False,True
55,29,9,0,4,124,16,,True,False,True,True,False
36,60,11,3,13,650,14,,False,False,True,True,False
45,15,30,6,10,677,29,,True,True,False,True,False
21,47,18,9,16,754,6,,True,False,True,False,False
45,12,7,1,9,341,17,,False,False,True,False,True
65,18,24,10,26,843,17,,True,False,True,False,True
42,12,5,0,4,360,20,,True,True,False,False,False
56,60,17,5,25,403,23,,False,False,True,False,False
21,12,19,0,10,938,4,,True,False,False,False,True
48,14,23,0,20,123,18,,True,False,True,True,False
25,40,6,9,26,303,19,,True,False,True,False,False
51,27,5,6,23,203,1,,True,False,False,False,False
55,53,2,8,7,887,26,,True,False,True,False,True
39,8,25,6,19,311,12,,False,False,True,True,False
38,1,30,4,24,350,6,,False,False,True,False,False
38,45,17,7,30,527,17,,True,True,False,False,True
55,38,30,4,28,857,16,,True,False,False,False,True
58,45,15,9,0,716,13,,True,False,False,False,True
49,28,3,10,21,194,22,,False,True,False,False,True
52,4,3,5,23,146,29,,True,False,True,False,False
24,56,3,1,10,159,18,,True,False,False,False,False
60,35,21,0,26,759,23,,False,False,True,False,True
56,26,16,0,14,138,23,,True,False,True,True,False
25,43,10,1,12,773,27,,False,False,True,False,True
55,49,10,10,15,577,14,,False,False,False,False,True
28,59,30,9,5,368,28,,True,True,False,False,False
51,7,21,10,4,949,10,,False,False,True,True,False
32,46,16,1,29,819,18,,False,False,False,False,False
24,47,29,4,14,938,27,,True,True,False,False,False
39,19,30,5,28,633,13,,False,True,False,False,False
35,2,17,4,13,142,24,,False,False,True,False,True
40,21,8,4,21,105,21,,False,False,True,False,True
57,6,22,2,10,708,27,,False,False,True,False,False
62,57,17,5,28,194,16,,False,True,False,True,False
43,55,2,7,0,630,9,,False,True,False,True,False
62,55,20,5,25,840,23,,True,False,False,False,False
41,19,14,7,21,281,22,,False,False,False,True,False
52,47,2,3,9,633,14,,False,False,True,False,False
65,9,24,8,20,729,27,,False,True,False,True,False
46,49,2,9,11,137,19,,False,False,True,False,False
59,29,14,6,9,932,13,,True,False,False,True,False
57,58,23,10,15,159,1,,False,False,False,False,True
52,26,16,6,0,853,24,,True,False,False,False,True
30,2,5,4,22,897,11,,True,False,True,False,False
61,14,29,1,17,215,22,,True,False,False,False,False
45,6,16,1,24,261,21,,False,True,False,True,False
55,11,7,2,18,427,12,,True,False,True,False,True
46,53,25,1,6,647,7,,True,True,False,False,False
65,21,15,9,22,871,7,,False,False,False,True,False
36,57,4,0,3,231,14,,True,True,False,False,True
47,23,21,3,18,417,4,,True,False,True,True,False
41,5,5,1,30,657,12,,True,True,False,True,False
48,57,9,6,21,244,30,,True,False,True,False,False
48,55,28,0,1,207,2,,False,False,False,False,True
63,42,6,5,13,249,22,,True,True,False,False,False
29,4,30,6,20,666,27,,False,False,False,True,False
29,28,15,10,11,850,8,,True,False,True,False,True
38,19,12,5,28,607,6,,False,True,False,True,False
48,1,20,10,13,368,26,,True,True,False,True,False
35,33,28,9,13,925,7,,False,True,False,False,False
41,5,4,2,8,490,13,,True,False,False,True,False
34,19,8,6,11,822,4,,False,False,True,False,False
32,21,11,3,8,145,29,,True,False,False,False,False
34,5,20,0,18,960,10,,False,False,False,True,False
30,38,6,7,12,243,10,,True,True,False,False,True
40,59,3,1,19,165,5,,False,False,False,True,False
31,22,10,10,28,350,30,,True,False,True,False,True
18,55,3,2,21,627,16,,False,False,True,True,False
58,55,12,0,3,539,16,,True,False,True,False,False
22,19,16,3,29,770,6,,True,True,False,False,True
55,10,25,9,24,255,5,,True,False,True,False,False
21,46,7,3,25,143,22,,False,False,True,False,True
46,28,19,4,6,254,3,,False,False,True,True,False
52,54,18,7,4,263,14,,False,True,False,False,True
21,34,18,8,15,107,3,,True,False,True,False,False
30,53,15,8,12,168,9,,False,False,False,False,False
49,53,24,0,22,664,23,,False,False,False,True,False
50,5,15,9,12,829,8,,True,True,False,True,False
21,23,10,7,14,781,2,,True,False,True,True,False
54,7,24,8,17,902,22,,True,False,True,True,False
31,11,11,4,0,824,13,,True,False,False,False,False
36,36,24,7,15,746,11,,False,False,True,True,False
54,55,17,8,22,137,9,,False,True,False,False,False
27,60,15,9,17,766,1,,False,True,False,False,True
40,51,6,7,28,650,11,,True,True,False,False,True
56,47,1,3,26,450,27,,True,False,True,True,False
56,9,13,7,11,238,11,,True,True,False,False,False
28,55,21,4,19,495,24,,True,False,True,False,False
49,12,15,7,5,306,18,,True,False,False,False,False
25,41,4,7,11,798,30,,False,False,False,True,False
19,2,14,0,19,193,24,,True,False,False,True,False
40,35,1,2,12,809,7,,True,False,True,False,True
65,25,25,2,27,778,10,,True,True,False,False,False
37,10,23,0,20,345,13,,False,False,True,True,False
25,58,17,0,26,665,14,,True,True,False,False,False
56,48,7,7,10,223,22,,True,False,True,False,True
46,59,12,1,0,962,26,,True,True,False,False,False
50,33,22,4,12,706,17,,False,False,False,True,False
49,49,4,3,2,285,11,,False,False,True,True,False
25,19,25,5,6,869,1,,False,False,True,True,False
62,13,14,10,21,147,1,,True,False,True,False,True
48,6,27,1,1,235,30,,False,False,True,False,False
24,53,30,6,1,439,8,,True,False,True,False,True
21,19,3,6,27,651,3,,True,True,False,True,False
60,10,20,7,17,607,21,,False,False,True,False,True
43,11,9,10,28,662,29,,False,False,True,True,False
21,53,13,1,3,446,23,,False,False,False,True,False
52,30,25,10,11,108,9,,True,True,False,False,True
31,33,22,8,3,204,18,,True,True,False,False,True
59,6,19,2,25,136,3,,False,False,False,False,True
33,38,23,1,30,598,27,,True,True,False,False,True
23,31,5,5,0,694,12,,False,False,True,False,True
19,36,11,4,30,924,25,,True,True,False,True,False
38,49,14,2,4,780,25,,False,False,True,False,False
19,40,15,10,26,957,4,,True,False,True,True,False
37,38,27,5,14,309,8,,True,False,True,False,True
19,28,16,4,17,589,4,,False,False,False,True,False
32,2,4,4,5,395,24,,False,False,True,True,False
43,12,5,8,27,154,14,,False,True,False,True,False
60,45,3,2,21,554,21,,True,False,False,False,False
20,59,3,6,21,414,3,,False,False,False,False,True
38,4,6,6,10,570,23,,True,False,True,False,True
21,18,2,9,0,765,2,,True,False,True,False,True
26,56,10,7,17,652,26,,True,True,False,False,False
45,25,27,9,20,556,18,,True,True,False,False,False
61,54,24,3,26,724,28,,False,False,False,False,False
46,53,22,9,18,834,19,,True,False,True,False,True
28,17,22,9,27,854,20,,False,False,False,True,False
23,55,14,5,12,551,12,,False,False,True,True,False
47,52,25,9,11,385,11,,False,False,False,True,False
46,39,24,0,10,504,24,,False,True,False,False,False
58,48,9,0,5,880,24,,True,False,False,True,False
32,23,29,7,17,296,20,,True,False,False,False,True
56,10,5,2,22,377,27,,False,False,True,True,False
54,1,15,4,4,421,15,,False,False,True,True,False
24,48,14,6,27,138,20,,False,False,True,False,True
64,46,5,7,9,467,9,,False,False,True,False,True
34,37,23,6,30,383,10,,True,False,False,True,False
22,24,11,9,13,488,30,,True,True,False,False,False
37,26,8,2,8,662,17,,True,True,False,False,True
35,12,2,7,15,149,6,,False,False,False,True,False
54,25,7,7,8,397,25,,False,True,False,False,False
35,38,7,4,18,931,2,,True,True,False,False,True
52,51,5,4,15,907,10,,False,False,False,False,True
33,11,12,1,10,295,12,,False,False,True,False,True
58,26,13,9,14,947,22,,True,False,True,True,False
51,24,30,3,6,242,6,,True,True,False,True,False
33,4,19,5,18,696,27,,False,False,True,False,True
27,18,15,7,6,311,11,,False,True,False,True,False
22,53,9,4,17,420,12,,False,False,False,True,False
57,43,29,3,6,408,14,,True,False,True,False,False
38,27,1,2,13,273,24,,True,False,True,False,False
47,6,7,10,27,206,15,,True,False,False,False,False
19,55,20,5,6,211,1,,True,False,True,False,False
30,23,29,3,14,563,21,,False,False,True,False,True
18,2,29,1,1,688,25,,False,False,False,False,True
38,28,25,7,14,407,12,,False,True,False,False,True
61,3,28,10,29,861,1,,True,False,True,False,False
58,23,3,4,12,670,1,,False,False,True,False,True
22,26,12,6,16,342,22,,True,True,False,False,False
65,55,14,4,20,502,29,,True,False,False,True,False
35,19,5,7,13,376,19,,True,False,True,False,True
38,55,30,9,14,957,2,,False,False,True,True,False
44,43,13,5,8,508,11,,False,False,False,False,False
30,60,18,8,11,321,28,,True,True,False,True,False
51,58,9,7,6,715,3,,True,True,False,False,False
37,18,14,6,11,205,15,,False,False,True,True,False
62,16,26,2,11,140,25,,False,False,False,False,True
47,6,22,0,1,482,21,,False,False,True,True,False
53,25,17,2,27,718,6,,False,True,False,True,False
20,59,27,8,19,489,9,,True,False,False,False,False
35,45,17,1,16,454,24,,False,False,False,True,False
40,14,3,0,2,198,20,,True,False,False,False,True
44,36,9,5,5,881,7,,True,False,True,False,True
30,9,27,6,4,546,12,,True,False,False,True,False
38,44,1,7,1,389,26,,False,True,False,True,False
32,27,9,8,18,237,20,,True,False,True,True,False
53,36,17,0,24,411,22,,False,False,False,True,False
56,27,3,9,28,765,22,,False,False,False,True,False
55,9,22,8,14,834,5,,False,True,False,False,True
52,43,3,10,4,309,3,,False,False,True,True,False
40,7,15,6,29,890,19,,True,False,False,False,True
21,3,25,2,26,118,12,,True,False,True,True,False
47,53,9,5,17,637,12,,True,False,False,False,False
23,10,8,1,28,787,12,,True,True,False,True,False
48,1,14,1,17,901,11,,True,False,False,False,True
32,18,28,1,27,171,25,,False,True,False,False,True
23,14,26,10,25,699,16,,True,True,False,True,False
55,5,9,10,3,350,2,,False,False,False,False,False
48,54,16,1,2,653,19,,True,False,False,True,False
45,6,8,8,18,617,23,,False,True,False,False,False
60,37,16,8,7,292,22,,False,False,False,True,False
43,6,2,5,18,897,4,,False,False,True,False,False
51,16,25,10,0,260,28,,False,False,False,False,True
18,51,1,10,23,229,11,,True,True,False,True,False
37,26,3,8,3,103,27,,False,False,False,False,False
63,51,16,2,5,600,7,,False,False,False,False,False
41,12,10,3,21,146,16,,False,True,False,True,False
21,2,16,2,25,339,6,,True,True,False,True,False
58,1,25,5,8,531,22,,True,False,False,True,False
18,58,9,0,8,288,29,,False,False,True,False,True
36,37,26,7,12,750,26,,False,False,True,False,False
53,44,26,8,16,445,27,,True,True,False,False,False
58,27,25,5,19,917,26,,True,False,False,False,False
27,8,30,1,19,418,9,,True,True,False,True,False
24,60,22,6,19,171,1,,True,False,True,True,False
51,39,26,2,4,798,21,,True,True,False,False,False
25,49,7,0,17,884,5,,True,False,True,False,False
63,15,27,4,1,793,6,,True,False,False,False,False
18,49,13,2,16,829,21,,False,True,False,False,False
48,55,27,9,9,196,24,,True,False,True,False,False
50,11,5,5,15,614,1,,False,False,False,True,False
61,39,7,0,12,824,8,,False,False,True,False,True
52,10,22,9,27,547,22,,False,True,False,False,True
35,57,4,9,29,379,18,,False,False,False,True,False
31,16,13,10,17,760,21,,True,True,False,True,False
34,36,1,2,3,382,2,,True,True,False,True,False
26,37,7,5,18,868,23,,False,False,False,False,False
25,32,8,3,2,553,26,,True,False,True,False,True
43,2,13,1,9,690,26,,True,True,False,False,True
25,46,29,1,11,747,30,,False,True,False,False,False
61,59,27,8,6,440,19,,False,False,True,False,False
53,16,10,2,5,938,22,,True,False,True,True,False
54,8,27,10,3,300,27,,False,True,False,True,False
52,57,28,5,21,565,8,,False,False,False,False,False
26,9,14,1,19,530,24,,True,True,False,False,True
18,48,29,5,12,774,3,,False,False,False,False,True
20,20,16,0,13,244,5,,True,False,True,False,False
55,58,28,4,11,662,16,,True,False,True,True,False
39,42,2,7,4,503,16,,True,True,False,False,False
43,13,17,10,10,872,23,,True,True,False,False,False
22,13,26,0,27,902,1,,False,True,False,False,True
47,5,26,9,16,103,19,,False,True,False,False,False
64,42,4,8,11,620,25,,False,False,True,False,True
60,54,11,6,0,671,24,,True,False,False,True,False
53,2,21,5,25,976,29,,True,False,True,False,True
30,29,9,10,13,910,30,,False,False,False,True,False
28,18,5,6,5,234,12,,True,False,False,True,False
48,34,19,2,1,922,8,,False,False,False,True,False
60,8,3,5,25,752,13,,False,False,True,True,False
42,29,9,4,20,263,20,,True,False,False,True,False
28,32,6,6,16,148,25,,False,False,True,False,True
63,6,16,9,10,341,3,,False,False,False,True,False
20,21,14,5,22,262,30,,False,False,False,False,True
23,37,17,10,28,609,26,,False,False,True,True,False
59,38,26,8,16,550,14,,True,True,False,False,False
37,31,7,1,2,987,20,,False,True,False,False,True
26,53,11,7,21,385,2,,True,True,False,False,True
30,7,14,10,23,267,30,,False,True,False,False,False
52,22,4,1,16,473,30,,False,False,False,False,True
28,13,8,7,2,556,11,,True,False,False,True,False
64,45,6,0,15,608,11,,True,True,False,True,False
19,21,4,1,26,194,7,,False,True,False,False,False
36,20,1,3,10,982,29,,False,False,False,False,False
37,59,21,1,4,665,12,,True,False,False,False,False
36,50,9,6,15,878,30,,False,False,False,False,False
19,8,24,4,28,329,24,,True,False,True,True,False
22,20,13,9,22,777,29,,False,False,False,False,True
41,25,30,0,25,221,20,,True,False,False,False,True
35,37,25,9,3,585,23,,True,False,True,False,False
48,57,10,7,16,559,12,,True,True,False,False,True
32,33,17,0,26,169,5,,False,True,False,False,True
52,37,21,4,19,596,4,,False,False,True,True,False
52,9,22,1,2,564,18,,True,False,True,False,True
53,27,5,8,9,625,30,,True,False,True,True,False
28,16,15,4,3,233,1,,True,False,False,False,True
47,16,16,2,15,414,23,,True,True,False,False,True
49,23,23,1,25,399,30,,True,True,False,False,True
23,24,6,5,16,317,14,,False,False,False,True,False
45,46,11,10,16,801,17,,True,False,False,False,False
50,39,19,7,7,721,12,,True,False,True,False,True
47,2,14,7,14,625,16,,False,False,False,True,False
45,55,23,5,11,265,24,,True,True,False,True,False
61,35,20,2,15,560,29,,True,False,False,True,False
50,12,5,7,22,918,25,,True,True,False,False,False
37,57,22,10,8,417,16,,False,False,False,False,False
26,21,18,2,24,392,30,,True,False,False,True,False
31,25,21,1,4,922,17,,True,False,False,False,False
65,12,30,8,13,222,27,,True,False,False,False,False
31,48,8,8,7,173,23,,True,False,True,False,True
52,51,22,9,4,723,24,,False,False,True,False,False
19,51,28,4,20,592,11,,False,True,False,False,False
60,44,15,9,13,981,23,,True,False,False,False,True
34,11,4,7,14,593,5,,True,False,False,False,False
49,48,10,3,0,538,8,,True,False,True,False,False
46,50,13,8,11,953,11,,True,False,False,False,True
60,9,28,1,25,165,27,,False,False,False,False,False
56,36,28,9,25,328,9,,False,False,False,False,False
28,11,10,3,30,601,12,,True,False,False,True,False
60,37,4,10,0,819,9,,True,True,False,False,False
41,10,22,2,19,430,30,,True,False,True,False,False
21,35,13,0,15,321,28,,False,False,False,False,True
54,19,5,2,28,234,25,,True,False,False,True,False
30,29,25,4,26,624,8,,False,True,False,False,True
55,45,26,9,9,385,25,,True,False,True,False,False
44,15,22,6,14,856,13,,False,False,False,False,False
58,53,26,1,13,308,21,,False,False,True,False,True
56,36,13,3,12,738,2,,False,False,True,False,False
63,38,8,9,12,701,2,,True,False,False,False,False
59,21,20,7,12,162,12,,True,False,True,True,False
44,45,30,5,5,997,6,,False,False,True,False,True
18,23,8,6,19,977,28,,True,False,False,False,True
37,12,17,3,30,459,17,,False,False,False,True,False
38,48,20,3,10,204,16,,False,False,True,True,False
19,3,27,2,9,675,13,,False,True,False,False,True
62,27,20,8,6,127,20,,False,True,False,False,False
48,43,9,3,13,582,2,,False,True,False,False,True
56,22,22,3,16,402,11,,True,False,True,False,True
25,53,27,7,10,596,5,,False,True,False,True,False
36,42,7,7,7,613,21,,True,True,False,False,True
46,1,29,1,9,691,22,,True,False,False,True,False
40,22,19,5,29,298,24,,True,True,False,False,True
61,57,12,3,26,912,23,,True,True,False,False,True
37,37,14,8,8,185,18,,True,False,True,True,False
41,42,27,9,24,669,11,,False,False,True,True,False
41,22,21,8,14,117,6,,True,False,True,False,True
31,25,18,0,20,747,25,,True,True,False,False,True
40,24,8,6,24,897,29,,False,False,True,False,False
